Ranking;Razão Social;Faturamento (R$);% Participação;% Acumulado;Classe;Cidade;UF;CNPJ;Telefone;E-mail;Vendedor
107;VISOFLEX PORTAS E PORTOES LTDA EPP;4896;0,000215152;0,978416597;C;INDAIATUBA;SP;07205402000171;39368100;"viso.nfe.rec@visoflex.com.br; compras4@visoflex.com.br; robson@agte.com.br; lucas.santos@visoflex.com.br";ROBSON BARBIERI
108;DRUCKENT INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA;4874,13938;0,000214192;0,978630788;C;GUARULHOS;SP;10747540000197;32385700;"compras@kentdobrasil.com.br; joseane@agte.com.br; marcelo@agtdisplays.com.br";Mario Bedani Gomes
109;NOVAHUK MAQUINAS E EQUIPAMENTOS DE AUTOMACAO LTDA;4836;0,000212516;0,978843304;C;São Paulo;SP;53763934000141;1122368554;thais@huk.com.br;ROBSON BARBIERI
110;JBN ELETRONICS INDUSTRIA E COMERCIO LTDA;4653;0,000204474;0,979883575;C;SAO PAULO;SP;58086810000192;1126181126;"compras@signalsystem.com.br; sac@agtdisplays.com.br; robson@agtdisplays.com.br; joao@jbn.com.br";ROBSON BARBIERI
111;INDUSTRIA E COMERCIO DE BALANCAS CONFIANCA LTDA;4629,0025;0,000203419;0,980086995;C;SAO PAULO;SP;61142097000161;6954-5177;"balmarc@terra.com.br; fiscal@confiantec.com.br, robson@agtdisplays.com.br, sac@agtdisplays.com.br, joseane@agtdisplays.com.br";ROBSON BARBIERI
112;COMMFIVE TECNOLOGIA INDUSTRIA E COM. PRODUTOS ELETRO ELETRON;4468,80875;0,00019638;0,980884282;C;SAO PAULO;SP;11393065000160;23097335;"erika@comm5.com.br; nfe@comm5.com.br; rafael@agte.com.br";
113;CTF TECHNOLOGIES DO BRASIL LTDA;4405,9;0,000193615;0,981273907;C;SAO PAULO;SP;72840002000108;38374200;"robson@agtdisplays.com.br; sac@agtdisplays.com.br; fernandoantonioporcena@semparar.com.br; vitoria.souza@semparar.com.br";ROBSON BARBIERI
114;WYMA TECNOLOGIA LTDA;4355,09897;0,000191383;0,981850351;C;SAO PAULO;SP;01873139000102;1132747019;nfe.wyma@wyma.com;Mario Bedani Gomes
115;DORMAKABA BRASIL SOLUCOES DE ACESSO LTDA;4337,665;0,000190617;0,982040968;C;BARUERI;SP;61499281000163;4689-9200;"ricardo.barbosa@dormakaba.com; robson@agtdisplays.com.br; douglas.mauricio@dormakaba.com; marcos.matos@dormakaba.com; sac@agtdisplays.com.br";ROBSON BARBIERI
116;DAYLER INSTRUMENTACAO E CONTROLE INDUSTRIAL LTDA;4308,037;0,000189315;0,982230283;C;SAO PAULO;SP;12419133000186;2682-6633;"marcel@dayler.com; sac@agtdisplays.com.br; robson@agtdisplays.com.br; joseane@agtdsplays.com.br";ROBSON BARBIERI
117;RENATO FERNANDES 06407284805;4284,1;0,000188263;0,982607504;C;São Paulo;SP;36135377000103;1123611835;"rfmagefi@yahoo.com.br;sac@agtdisplays.com.br;robson@agtdisplays.com.br";ROBSON BARBIERI
118;FLYEVER INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA EPP;4277,492;0,000187972;0,982795476;C;São Carlos;SP;96634464000129;1633076474;compras1@flyever.com.br;ROBSON BARBIERI
119;TRACE LAY OUT COMERCIO, INDUSTRIA E SERVICOS LTDA EPP;4267,43397;0,00018753;0,982983007;C;SAO PAULO;SP;72724511000167;37662706;"trace@uol.com.br; mariacanin@uol.com.br; sac@agtdisplays.com.br;robson@agtdisplays.com.br";ROBSON BARBIERI
120;SONITRON ULTRA SONICA LIMITADA;4102,2;0,000180269;0,983344802;C;SANTANA DE PARNAIBA;SP;43052976000110;41569999;"comercial@sonitron.com; marcelo@agtdisplays.com.br; sac@agtdisplays.com.br;";Mario Bedani Gomes
121;PRIME SECURITY SOLUTIONS INDUSTRIA E COMERCIO DE EQUIPAMENTO;3569,4;0,000156856;0,984848482;C;RIO GRANDE DA SERRA;SP;10719445000180;48293414;"nfe@primesol.com.br; pira@primesol.com.br; robson@agtdisplays.com.br; sac@agtdisplays.com.br";ROBSON BARBIERI
122;WILBOR TECNOLOGIA COMERCIO E MANUTENCAO DE EQUIPAMENTOS PERI;3167,05;0,000139174;0,986009183;C;Itatiba;SP;37179920000129;1145383155;"fred@gradual.com.br;robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
123;MAGNAMED TECNOLOGIA MEDICA S/A;3018,18;0,000132632;0,986962794;C;Cotia;SP;01298443000254;1146158502;"nfe@magnamed.com.br;mario.gomes@agtdisplays.com.br;compras@magnamed.com.br;sac@agtdisplays.com.br";Mario Bedani Gomes
124;EXCEL PRODUTOS ELETRONICOS LTDA;3017;0,000132581;0,987095375;C;SAO PAULO;SP;64579782000148;3858-7724;glauber.meneghetti@excelbr.com.br , sac@agtdisplays.com.br, marcelo@agtdisplays.com.br, joseane@agtdisplays.com.br;
125;OPTO ELETRONICA S A;2968,63;0,000130455;0,98722583;C;SAO CARLOS;SP;54253661000158;21067000;romualdo.santos@opto.com.br, sac@agtdisplays.com.br, marcelo@agtdisplays.com.br, joseane@agtdisplays.com.br;
126;MRI TECNOLOGIA ELETRONICA LTDA.;2951,72386;0,000129712;0,987355542;C;São Carlos;SP;66727611000144;1633664900;mri@mri.com.br;Mario Bedani Gomes
127;DYNCIR SOLUCOES TECNOLOGICAS LTDA;2891,7;0,000127074;0,987482616;C;Itajubá;MG;20031362000157;3536291631;;ROBSON BARBIERI
128;WT COMANDOS ELETRONICOS LTDA ME;2867,4;0,000126006;0,987608623;C;São Paulo;SP;14665835000175;1150585957;"compras@wtcomandoseletronicos.com.br; sac@agtdisplays.com.br;robson@agtdisplays.com.br";ROBSON BARBIERI
129;UNIAO VET COMERCIO DE EQU.HOSPITALARES E VETERINARIOS LTDA;2857,92;0,00012559;0,987734212;C;SAO PAULO;SP;01906285000197;11999049747;"uniaovet@hotmail.com;robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
130;FUTURA SOLUCOES EM AUTOMACAO E ENGENHARIA LTDA;2840;0,000124802;0,987859015;C;SAO PAULO;SP;00930134000101;5631-078 3;"comercial@futuraengenharia.com.br;nfe@futuraengenharia.com.br;robson@agtdisplays.com.br; projetos@futuraengenharia.com.br; nfe@futuraengenharia.com.br";ROBSON BARBIERI
131;VYDENCE MEDICAL - INDUSTRIA E COMERCIO LTDA;2748,2332;0,00012077;0,988471703;C;SAO CARLOS;SP;57478612000101;33065050;"diogo@agte.com.br; rpetrilio@vydence.com";DIOGO ADRIANO MARQUES
132;FREITAS & MONACO COM. DE BANHEIRAS, SPAS E OFUROS LTDA;2650,9;0,000116492;0,988943426;C;CAMPINAS;SP;15097341000102;995516535;"CONTATO@RIOLAXCAMPINAS.COM.BR; marcelo@agtdisplays.com.br";
133;CDK INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE RAIOS X LTDA EPP;2460,6;0,00010813;0,989382703;C;DIADEMA;SP;04864204000121;40666188;"compras2@cdk.com.br;sac@agtdisplays.com.br;marcelo@agtdisplays.com.br";ROBSON BARBIERI
134;NIPPON LIFE COMERCIO DE PRODUTOS TERAPEUTICOS E HOSPITALAR L;2437,762;0,000107126;0,98948983;C;Osasco;SP;24436181000161;11977465619;"nipponlifebrasil@gmail.com; mario.gomes@agtdisplays.com.br;sac@agtdisplays.com.br; emilia@agtdisplays.com.br";Mario Bedani Gomes
135;PROSIGA INDUSTRIA E COMERCIO LTDA;2417;0,000106214;0,989596044;C;SAO PAULO;SP;02814468000145;50681889;"regina@prosiga.com.br; robson@agtdisplays.com.br; sac@agtdisplays.com.br";ROBSON BARBIERI
136;FLEXMACHINE ASSISTENCIA TECNICA E COMERCIO DE SUPRIMENTOS IN;2260,1;9,9319E-05;0,990211971;C;Arujá;SP;17321957000132;1165889710;"marcio@flexmachine.com.br; robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
137;VIBROCONTROL TECNICA E COMERCIAL LTDA - EPP;2143,2;9,41819E-05;0,990496464;C;São Paulo;SP;56027865000104;1138266077;"vibrocontrol@vibrocontrol.com.br; robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
138;LEIDL EQUIPAMENTOS LTDA;2048,14139;9,00046E-05;0,990864835;C;CAMPINAS;SP;45936075000117;1199432287;"fgriese@gmail.com;sac@agte.com.br;robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
139;PERSONAL PARK SERVICOS DE ESTACIONAMENTO LTDA;2044,64;8,98507E-05;0,990954686;C;SAO PAULO;SP;22235702000278;27143900;filipe.gorrese@carpark.com.br, sac@agtdisplays.com.br, marcelo@agtdisplays.com.br, joseane@agtdisplays.com.br;
140;SPECTRAL SOLUTIONS COMERCIO E SERVICOS LTDA;2037,715;8,95464E-05;0,991044233;C;Embu das Artes;SP;25254275000182;1139953456;"sac@agtdisplays.com.br;thiago@agtdisplays.com.br;lucimar.oliveira@spectralsolutions.com.br";THIAGO GALVÃO ALMEIDA
141;DYNAMED INDUSTRIA COMERCIO E SERVICOS PARA ELETROMEDICINA;1993,1535;8,75881E-05;0,991309264;C;SAO PAULO;SP;69249803000180;37853993;"suprimentos@dynamed.com.br; robson@agte.com.br";ROBSON BARBIERI
142;EASYLUX BRASIL LTDA;1965,47;8,63716E-05;0,991395636;C;Santo André;SP;47897671000160;1134383448;"sac@agtdisplays.com.br;robson@agtdisplays.com.br;compras_easyluxbrasil@easylux.com.br";ROBSON BARBIERI
143;JONATHAS RODRIGO GRANADO FRANCOLIN;1903,575156;8,36517E-05;0,991985909;C;SAO PAULO;SP;00000000000000;;;
144;MAGALY ERDEI BRAGA TAVARES;1839,76;8,08473E-05;0,992230513;C;SAO PAULO;SP;00000000000000;;;
145;ALACER INDUSTRIA ELETRONICA LTDA;1680,2;7,38356E-05;0,992688725;C;SAO PAULO;SP;04192554000199;55635773;"compras@alacer.com.br; robson@agte.com.br; compras2@alacer.com.br";ROBSON BARBIERI
146;FELIPE CESAR GOMES;1608,48;7,06839E-05;0,993260615;C;SANTO ANDRE;SP;10913524000127;23768052;MARCELO@AGTDISPLAYS.COM.BR;ROBSON BARBIERI
147;JOAO FERNANDO DA SILVA SANTANA;1593,55;7,00278E-05;0,993330643;C;SANTO ANDRE;SP;00000000000000;;;
148;BIOSET IND.TECNOLOGIA ELETRONICA LTDA;1576,578806;6,9282E-05;0,993469261;C;RIO CLARO;SP;68099431000190;35343693;"suprimentos@bioset.com.br;sac@agtdisplays.com.br;robson@agtdisplays.com.br";ROBSON BARBIERI
149;OXY-SYSTEM EQUIPAMENTOS MEDICOS LTDA.;1486,77912;6,53358E-05;0,993601273;C;São Paulo;SP;58763350000190;1131053548;"mauro@oxysistem.com.br;admfin@oxysystem.com.br;thiago@agtdisplays.com.br;sac@agtdisplays;com.br";THIAGO GALVÃO ALMEIDA
150;NITEC - INDUSTRIA ELETRONICA LTDA;1464,5904;6,43607E-05;0,993730881;C;SAO PAULO;SP;06793446000105;56664858;"mario@arossat.com.br; robson@agtdisplays.com.br";ROBSON BARBIERI
151;HATADA COMERCIO E MANUTENCAO DE PRODUTOS E EQUIPAMENTOS HOSPITALARES LTDA;1425,5;6,26429E-05;0,993856881;C;São Paulo;SP;47329902000130;1150581177;;Mario Bedani Gomes
152;SEBASTIAO CARLOS DE OLIVEIRA;1422,1;6,24935E-05;0,993919375;C;SAO PAULO;SP;00000000000000;;;
153;STAR LED INDUSTRIA DE PAINEIS ELETRONICOS DE MENSAGENS LTDA;1379;6,05995E-05;0,994041046;C;SAO PAULO;SP;09447497000165;2842-6711;"Marcelo@spider.com.br;robson@agte.com.br";ROBSON BARBIERI
154;RSP TECHNOLOGY DO BRASIL LTDA;1336;5,87099E-05;0,994219424;C;SAO PAULO;SP;04369611000162;38313061;"fernando@rsp.com.br;robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
155;VERUS COMERCIO DE PECAS PARA BALANCA LTDA EPP;1242;5,45791E-05;0,994556212;C;São Paulo;SP;04540691000177;1155635102;financeiro@verusbalancas.com.br;ROBSON BARBIERI
156;OSMAR BRITO SOUSA;1110,87;4,88166E-05;0,994760847;C;OSASCO;SP;00000000000000;;;
157;MAGNAMED TECNOLOGIA MEDICA LTDA;1064,3;4,67701E-05;0,995141129;C;SAO PAULO;SP;01298443000173;1150814115;"toru@magnamed.com.br;justo.peseto@magnamed.com.br;nfe@magnamed.com.br; marcelo@agtdisplays.com.br";Mario Bedani Gomes
158;VITAL TECH INDUSTRIA E COMERCIO LTDA;1026,1048;4,50917E-05;0,995276814;C;CAMPINAS;SP;02843069000102;32737079;"compras@vitaltech.com.br; robson@agte.com.br; sergio@vitaltech.com.br";ROBSON BARBIERI
159;A.M.G.BRASIL ENGENHARIA, AUTOMACAO E COMERCIO LTDA;986;4,33293E-05;0,99545217;C;SAO PAULO;SP;32584570000162;38364025;"antonio.amge@gmail.com;sac@agtdisplays.com.br;robson@agtdisplays.com.br;producao.amge@gmail.com";ROBSON BARBIERI
160;LINKD EQUIPAMENTOS COMERCIO E SERVICOS EIRELI.;905,5;3,97918E-05;0,995818308;C;CAMPINAS;SP;25209025000120;32122140;"joel.alves@linkc.com.br;fabiana.campacci@linkc.com.br;sergio.monteiro@linkc.com.br;marcelo@agtdisplays.com.br;sac@agtdisplays.com.br";
161;SISPACK MEDICAL LTDA;889,3;3,90799E-05;0,99589651;C;SAO PAULO;SP;54565478000198;29552222;"sispack@sispack.com.br;joseane@agte.com.br;sac@agte.com.br;marcelo@agtdisplays.com.br";Mario Bedani Gomes
162;DGM ELETRONICA LTDA EPP;876,65;3,8524E-05;0,996012971;C;Santo André;SP;02132663000195;1149961990;"compras@dgmeletronica.com.br;raul@dgmeletronica.com.br;thiago@agtdisplays.com.br;sac@agtdisplays.com.br";THIAGO GALVÃO ALMEIDA
163;WTA AUTOMACAO INDUSTRIAL LTDA;820,8;3,60697E-05;0,99631028;C;SANTO ANDRE;SP;09505228000108;1143080063;"erika@wtautomacao.com.br;robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
164;EASYLUX EXPORTACAO IMPORTACAO E FORNECIMENTO DE EQUIP. LTDA;807,92;3,55036E-05;0,996381309;C;Santo André;SP;08351909000104;1134383448;"robson@agtdisplays.com.br;sac@agtdisplays.com.br;compras_easyluxbrasil@easylux.com.br";ROBSON BARBIERI
165;LOCCUS DO BRASIL LTDA EPP;745,92;3,27791E-05;0,996553077;C;COTIA;SP;05094718000108;55143290;"robson@agte.com.br;nfe@loccus.com.br;compras@loccus.com.br;joseane@agtdisplays.com.br;juliana.mendes@loccus.com.br";ROBSON BARBIERI
166;CARLOS EDUARDO PULTZ HABERMANN;683,37;3,00304E-05;0,996739294;C;SAO PAULO;SP;00000000000000;;;
167;INDUSTRIA E COMERCIO ELETRO ELETRONICA GEHAKA LTDA.;674,07;2,96217E-05;0,996768915;C;São Paulo;SP;60637667000121;1121651130;"fausto.barbosa@gehaka.com.br; fiscal_nfe@gehaka.com.br;thiago@agtdisplays.com.br";THIAGO GALVÃO ALMEIDA
168;BRALYX MAQUINAS INDUSTRIA E COMERCIO LTDA;673,43;2,95935E-05;0,996798509;C;SAO PAULO;SP;74226242000134;2892-1296;"albi.assis@bralyx.com; diogo@agtdisplays.com.br; joseane@agte.com.br;joseane@agtdisplays.com.br;alexandre.tapia@bralyx.com";DIOGO ADRIANO MARQUES
169;SENIOR SISTEMAS S/A;645,48;2,83653E-05;0,996942398;C;Itu;SP;80680093000858;1148138500;"sac@agtdisplays.com.br;robson@agtdisplays.com.br;nfentrada@senior.com.br";ROBSON BARBIERI
170;ZIRONDI ELETROEROSAO COMERCIO E SERVICOS LTDA.;605;2,65864E-05;0,997051847;C;Santo André;SP;03611732000106;1144761965;"robson@agtdisplays.com.br;sac@agtdisplays.com.br;compras@zirondi.com.br ";ROBSON BARBIERI
171;RAMON LUIS CALABRIA 26701415873;583;2,56196E-05;0,997103331;C;Limeira;SP;30326621000120;19983457596;"manutencoescamaq@gmail.com;robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
172;MCI IND E COMERCIO DE PRODUTOS ELETRONICOS LTDA;572,49;2,51578E-05;0,997153833;C;TABOAO DA SERRA;SP;00344545000115;46852595;"vendas@mciultrasonica.com.br; marcelo@agtdisplays.com.br; sac@agtdisplays.com.br";ROBSON BARBIERI
173;LABMECA APARELHOS DE MEDICAO LTDA;572,4;2,51538E-05;0,997178987;C;Caieiras;SP;26480865000196;1144412998;"sac@agtdisplays.com.br;robson@agtdisplays.com.br;ariane@labmeca.com.br                 ";ROBSON BARBIERI
174;V&V TECNOLOGIA INDUSTRIA E COMERCIO EIRELI;566,27;2,48845E-05;0,997254002;C;PAULINIA;SP;11282237000129;3874-9600;"alex@vedois.com.br; sac@agte.com.br; nfe@vedois.com.br, marcelo@agtdisplays.com.br";
175;TINTURARIA INDUSTRIAL GUARAREMA LTDA;540;2,373E-05;0,997375181;C;GUARAREMA;SP;50609304000129;46933000;"compras@tinturaiaguararema.com.br;guararema_ent@nfendd.combr;financeiro@tinturariaguararema.com.br;faturamento@tinturariaguararema.com.br;thiago@agtdisplays.com.br;sac@agtdisplays.com.br";THIAGO GALVÃO ALMEIDA
176;TUDELA IND E COM DE MAQUINAS E FERRAMENTAS LTDA;532,65;2,3407E-05;0,997422318;C;SAO PAULO;SP;51557353000128;22957235;"tecnica@tudela.com.br;robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
177;MARIO SHIZUO GIOTOKO;522,0945;2,29432E-05;0,997445261;C;SAO PAULO;SP;00000000000000;;;
178;MARIANE ZABOTTO EVANGELISTA;502,2;2,20689E-05;0,997535449;C;São Carlos;SP;30871478000158;1636085064;"sac@agtdisplays.com.br;robson@agtdisplays.com.br;contato@bhiggs.com.br                  ";ROBSON BARBIERI
179;CLAUDINEI CARLOS CAMPOS;501,14;2,20224E-05;0,997623538;C;GUARULHOS;SP;00000000000000;;;
180;AQUABASE SOROCABA COMERCIO LTDA;497,65;2,1869E-05;0,997645407;C;SAO PAULO;SP;01558479000149;32214991;"aquabase.sorocaba@gmail.com;marcelo@agtdisplays.com.br;joseane@agtdisplays.com.br";
181;TAIKON IND. E COM. DE APARELHOS ELETRONICOS LTDA;454,08;1,99543E-05;0,997879904;C;ARTUR NOGUEIRA;SP;00150594000117;3877-2506;"paulo@taikon.com.br; taikon@taikon.com.br , marcelo@agtdisplays.com.br, sac@agtdisplays.com.br";
182;WAMA PRODUTOS PARA LABORATORIO LTDA;418,448;1,83885E-05;0,998107293;C;SAO CARLOS;SP;66000787000108;33779977;"maicon.fernandes@wamadiagnostica.com.br;diogo@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
183;GTA ELETRONICA LTDA EPP;414,17675;1,82008E-05;0,998125493;C;SAO PAULO;SP;69045763000155;29164641;"compras@gtaeletronica.com.br; robson@agte.com.br;sac@agte.com.br";ROBSON BARBIERI
184;TBE EQUIPAMENTOS ELETRONICOS LTDA ME;414;1,8193E-05;0,998143686;C;RIO CLARO;SP;06125600000162;35960098;"tadeu@tbehome.com.br; robson@agtdisplays.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
185;CAPI - CONTROLE E AUTOMACAO LTDA;396;1,7402E-05;0,998196572;C;Americana;SP;66834755000108;01936047068;"financeiro@capicontrole.com.br;sac@agtdisplays.com.br;robson@agtdisplays.com.br";ROBSON BARBIERI
186;FANTINI SEGURANCA ELETRONICA LTDA;395,75;1,7391E-05;0,998213963;C;São Paulo;SP;54324085000192;1127252389;"rafael.fantini@fantiniengenharia.com.br;thiago@agtdisplays.com.br;sac@agtdisplays.com.br";THIAGO GALVÃO ALMEIDA
187;CRISTINA BALZANO GUIMARAES;391;1,71823E-05;0,998300052;C;COTIA;SP;00000000000000;;;
188;HIDROSENSE COMERCIO DE SISTEMAS PARA IRRIGACAO LTDA.;384,42;1,68931E-05;0,998333966;C;JUNDIAI;SP;04821960000173;1145866295;;Mario Bedani Gomes
189;AUSCON SISTEMAS ELETRONICOS DE CONTROLE LTDA;359,2;1,57849E-05;0,998494164;C;SAO PAULO;SP;08146542000189;30814376;"comprasdaniel@selcon.com.br; salvador@agte.com.br";Mario Bedani Gomes
190;MILTON BATISTA;349,88;1,53753E-05;0,998571539;C;AMERICANA;SP;00000000000000;;;
191;GUILBER CLAYTON HIDAKA;346,42;1,52233E-05;0,998617208;C;BARUERI;SP;00000000000000;;;
192;M.C. AUTOMACAO E SERVICOS LTDA - ME;324;1,4238E-05;0,998750809;C;São Paulo;SP;02938417000125;1135393778;robson@technext.com.br;ROBSON BARBIERI
193;ELIEL DE SOUZA CARVALHO;298,58;1,3121E-05;0,998777744;C;VINHEDO;SP;00000000000000;;;
194;JOSE RICARDO NUSSLER FILHO;266,97;1,17319E-05;0,998875447;C;SAO PAULO;SP;00000000000000;;;
195;SECTA SYSTEM PROJETOS E SERVICOS  LTDA;262,41261;1,15316E-05;0,998910128;C;SANTANA DE PARNAIBA;SP;21707512000162;;;
196;MAGNO RODRIGUES;240,55;1,05709E-05;0,998975675;C;GUARULHOS;SP;00000000000000;;;
197;OITI JOAO NAGATA;240,55;1,05709E-05;0,999028529;C;SAO CAETANO DO SUL;SP;00000000000000;;;
198;RM INDUSTRIA E COMERCIO DE EQUIPAMENTOS CONTRA INCENDIO LTDA;238,14;1,04649E-05;0,999081125;C;São Paulo;SP;05133746000197;1129596746;"robson@agtdisplays.com.br;sac@agtdisplays.com.br;rmeanes@rmincendio.com.br ";ROBSON BARBIERI
199;ADTECH AUTOMACAO LTDA - ME;225,15;9,89411E-06;0,999132119;C;SANTO ANDRE;SP;07618022000169;98336-0344;"adriano@adtechautomacao.com.br;marcelo@agtdisplays.com.br; sac@agtdisplays.com.br";
200;JOMAR RUEGGER;221,49;9,73327E-06;0,999151699;C;SAO PAULO;SP;00000000000000;;;
201;BJM CONTROL LTDA;210;9,22835E-06;0,999217229;C;Americana;SP;20671940000110;1999111018;"robson@agtdisplays.com.br;sac@agtdisplays.com.br;milton@bjmcontrol.com.br";ROBSON BARBIERI
202;MED&TEST COMERCIO E SERVICOS, INDUSTRIA DE EQUIPAMENTOS PARA;203,5;8,94271E-06;0,99924415;C;OSASCO;SP;14967511000191;3681-0918;"compras@medetest.com.br; sac@agtdisplaus.com.br;  robson@agtdisplays.com.br";ROBSON BARBIERI
203;FUNDACAO FACULDADE DE MEDICINA;194,56;8,54984E-06;0,999261309;C;SAO PAULO;SP;56577059000100;3016-4900;"camila.srocha@hc.fm.usp.br; sac@agte.com.br; joseane@agte.com.br; marcelo@infinitydobrasil.com.br";
204;E-DRIVER AUTOMACAO E SISTEMAS LTDA;183,16;8,04888E-06;0,999285908;C;Nova Odessa;SP;03037365000189;1934666602;"compras@aecautomacao.com.br;fiscal@edriver.com.br;thiago@agtdisplays.com.br;sac@agtdisplays.com.br";THIAGO GALVÃO ALMEIDA
205;MICROMAR INDUSTRIA E COMERCIO LTDA;169,5;7,44859E-06;0,999400909;C;DIADEMA;SP;53168142000129;40575722;"salvador@agte.com.br; claudio.sergio.avendano@micromar.com";Mario Bedani Gomes
206;FAYTECH TECHNOLOGY COMERCIO E SERVICOS LTDA.;169;7,42662E-06;0,999423231;C;São Paulo;SP;45538299000170;1181530692;"sac@agtdisplays.com.br;robson@agtdisplays.com.br;FAYTECH@FAYTECH.COM.BR";ROBSON BARBIERI
207;R. V. D. E SILVA LTDA;167,77;7,37257E-06;0,999445419;C;INDAIATUBA;SP;17211207000108;39368840;"nfe@ultronique.com.br ;       marcelo@ultronique.com.br;";
208;VORTIX SOLUCOES EM SISTEMAS LTDA;165;7,25084E-06;0,999460021;C;Barueri;SP;34100921000148;1137460239;"cbufano@kapatron.com.br; robson@agtdisplays.com.br.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
209;CAIQUE NERGER;164,01;7,20734E-06;0,999503265;C;BARUERI;SP;00000000000000;;;
210;ROGERIO BOCHNIA;148,52;6,52664E-06;0,999557308;C;TOLEDO;PR;00000000000000;;;
211;ALEXANDRE S. FERREIRA;148,52;6,52664E-06;0,999602995;C;LOUVEIRA;SP;00000000000000;;;
212;ANDRE CARMEZINI;148,52;6,52664E-06;0,999609521;C;JARINU;SP;00000000000000;;;
213;BIT 9 COMERCIO E SERVICOS LTDA ME;146,107278;6,42061E-06;0,99962881;C;SAO PAULO;SP;96231865000138;22921237;"robson@agtdisplays.com.br; magali@bit9.com.br;sac@agtdisplays.com.br";ROBSON BARBIERI
214;ECCO FIBRAS OPTICAS E DISPOSITIVOS LTDA ME;137,26;6,03182E-06;0,999634841;C;CAMPINAS;SP;01644138000196;32567749;"bruno@eccofibras.com.br; atiele.compras@eccofibras.com.br;marcelo@agtdisplays.com.br";
215;ENGEKRAFT AUTOMACAO LTDA;126,80629;5,57244E-06;0,999686886;C;SAO PAULO;SP;03385497000100;39650118;"gilmara@radani.com.br; robson@agtdisplays.com.br; joseane@agte.com.br";ROBSON BARBIERI
216;AUDITEC EQUIPAMENTOS MEDICOS LTDA;126,32;5,55107E-06;0,999692438;C;SAO PAULO;SP;62428461000117;1127226900;;Mario Bedani Gomes
217;PAULO AUGUSTO BRITO DA SILVA;111,78;4,91212E-06;0,999765041;C;SAO PAULO;SP;00000000000000;;;
218;WILLIAM NASCIMENTO OLIVEIRA;103,87;4,56452E-06;0,999774346;C;SAO PAULO;SP;00000000000000;;;
219;ROBERT RENAN BRAZ DE MELLO;103,87;4,56452E-06;0,999783475;C;SANTA BARBARA D'OESTE;SP;00000000000000;;;
220;LAURICIO PEREIRA;102,96;4,52453E-06;0,999792547;C;SAO PAULO;SP;00000000000000;;;
221;FABIO MARCEL CRUZ ESCUDERO;102,96;4,52453E-06;0,999797071;C;SAO PAULO;SP;00000000000000;;;
222;UNITECST MANUTENCAO DE EQUIPAMENTOS ELETROMEDICOS LTDA;94,74;4,1633E-06;0,999814325;C;São Paulo;SP;08752212000137;1128962490;;
223;CARLOS ALBERTO GARCIA;84,73;3,72342E-06;0,999863835;C;SAO PAULO;SP;00000000000000;;;
224;NOVATECH AUTOMACAO INDUSTRIAL LTDA;81,913439;3,59965E-06;0,999871043;C;SANTO ANDRE;SP;00000000000000;;;
225;BRIX INSTRUMENTOS CIENTIFICOS LTDA;79,8;3,50677E-06;0,999899159;C;PIRACICABA;SP;13313576000150;1128962490;"sac@agtdisplays.com.br;robson@agtdisplays.com.br";ROBSON BARBIERI
226;ABCM INSTRUMENTACAO ELETRONICA E SISTEMAS INDUSTRIAIS LTDA;79,280182;3,48393E-06;0,999906127;C;PIRACICABA;SP;00000000000000;;;
227;MARIA LAURA DE ARAUJO GUIMARAES VIEIRA ALVES;78,6;3,45404E-06;0,999923487;C;AMERICANA;SP;00000000000000;;;
228;VAGNER SANTOS;76,54;3,36351E-06;0,999937162;C;SAO PAULO;SP;00000000000000;;;
229;MAJUSS ELETROELETRONICA LTDA;74,5;3,27387E-06;0,999940436;C;Americana;SP;07329877000170;1934065801;"robson@agtdisplays.com.br;sac@agtdisplays.com.br;compras1@majuss.com.br             ";ROBSON BARBIERI
230;PAULO SILVA;69,25;3,04316E-06;0,999946714;C;SAO PAULO;SP;00000000000000;;;
